order_sk,order_id,date_id,channel_sk,store_sk,customer_sk,billing_location_sk,shipping_location_sk,status,subtotal,tax_amount,shipping_fee,total_amount
292,1000000291,20241017,1,,102,825,1996,PAID,47025.0,9875.25,0.0,56900.25
293,1000000292,20250429,2,4,1072,2657,4,PAID,26670.0,5600.7,0.0,32270.7
294,1000000293,20250821,1,,754,3164,1359,PAID,21600.0,4536.0,900.0,27036.0
295,1000000294,20240422,1,,195,46,1152,CANCELLED,36000.0,7560.0,900.0,44460.0
296,1000000295,20250327,2,4,862,433,4,REFUNDED,20520.0,4309.2,0.0,24829.2
297,1000000296,20240628,2,2,240,491,2,PAID,15000.0,3150.0,0.0,18150.0
298,1000000297,20250811,2,1,682,761,1,REFUNDED,44100.0,9261.0,0.0,53361.0
299,1000000298,20241104,2,1,849,536,1,FULFILLED,34200.0,7182.0,0.0,41382.0
300,1000000299,20240506,2,3,807,,3,FULFILLED,36000.0,7560.0,0.0,43560.0
301,1000000300,20241119,1,,901,,1279,FULFILLED,44160.0,9273.6,1200.0,54633.6
302,1000000301,20240506,1,,61,,371,PAID,24000.0,5040.0,0.0,29040.0
303,1000000302,20250807,1,,1082,1246,1272,CANCELLED,56700.0,11907.0,900.0,69507.0
304,1000000303,20240316,2,3,1286,3149,3,PAID,32400.0,6804.0,0.0,39204.0
305,1000000304,20240315,1,,1416,1586,1942,FULFILLED,98077.5,20596.27,1200.0,119873.77
306,1000000305,20250413,1,,979,2941,2689,FULFILLED,25200.0,5292.0,1200.0,31692.0
307,1000000306,20240429,1,,800,959,969,FULFILLED,69150.0,14521.5,0.0,83671.5
308,1000000307,20240912,1,,800,920,3193,FULFILLED,13500.0,2835.0,1500.0,17835.0
309,1000000308,20240327,1,,757,802,1366,PAID,13500.0,2835.0,1500.0,17835.0
310,1000000309,20240409,2,1,1194,2964,1,CANCELLED,37800.0,7938.0,0.0,45738.0
311,1000000310,20250104,1,,673,,1712,FULFILLED,21600.0,4536.0,1500.0,27636.0
312,1000000311,20250107,2,2,1266,2233,2,PAID,29925.0,6284.25,0.0,36209.25
313,1000000312,20250223,2,2,7,2850,2,FULFILLED,29925.0,6284.25,0.0,36209.25
314,1000000313,20250519,2,3,1040,148,3,FULFILLED,59250.0,12442.5,0.0,71692.5
315,1000000314,20241015,1,,873,1127,2430,FULFILLED,26760.0,5619.6,1200.0,33579.6
316,1000000315,20250505,1,,1336,386,2185,FULFILLED,44175.0,9276.75,900.0,54351.75
317,1000000316,20250427,2,1,708,1521,1,FULFILLED,59175.0,12426.75,0.0,71601.75
318,1000000317,20240816,1,,380,4,742,FULFILLED,29700.0,6237.0,1500.0,37437.0
319,1000000318,20241006,2,4,634,2997,4,PAID,12600.0,2646.0,0.0,15246.0
320,1000000319,20240420,1,,578,2574,2483,FULFILLED,11760.0,2469.6,1200.0,15429.6
321,1000000320,20250818,1,,1479,2062,517,FULFILLED,29250.0,6142.5,1200.0,36592.5
322,1000000321,20250802,1,,1399,1855,3181,FULFILLED,77100.0,16191.0,1200.0,94491.0
323,1000000322,20241120,2,4,522,2659,4,FULFILLED,30780.0,6463.8,0.0,37243.8
324,1000000323,20250401,2,1,247,752,1,FULFILLED,45216.0,9495.36,0.0,54711.36
325,1000000324,20250111,2,4,96,193,4,FULFILLED,57696.0,12116.16,0.0,69812.16
326,1000000325,20241014,2,2,798,,2,FULFILLED,23760.0,4989.6,0.0,28749.6
327,1000000326,20240616,1,,21,2288,2820,FULFILLED,69480.0,14590.8,0.0,84070.8
328,1000000327,20250109,1,,1236,1582,1160,FULFILLED,24696.0,5186.16,1200.0,31082.16
329,1000000328,20250210,1,,130,1458,2634,FULFILLED,66975.0,14064.75,1200.0,82239.75
330,1000000329,20240315,1,,169,2389,1195,FULFILLED,35640.0,7484.4,1200.0,44324.4
331,1000000330,20241214,2,2,973,2436,2,FULFILLED,24000.0,5040.0,0.0,29040.0
332,1000000331,20241224,1,,1449,2195,1764,FULFILLED,55935.0,11746.35,900.0,68581.35
333,1000000332,20250917,1,,210,3168,2680,PAID,50700.0,10647.0,1200.0,62547.0
334,1000000333,20241216,1,,737,2218,2292,CANCELLED,12936.0,2716.56,900.0,16552.56
335,1000000334,20250507,1,,1350,1764,1059,PAID,57720.0,12121.2,1500.0,71341.2
336,1000000335,20240210,1,,170,1984,1428,FULFILLED,59910.0,12581.1,1200.0,73691.1
337,1000000336,20240719,1,,217,2687,1796,FULFILLED,38400.0,8064.0,1500.0,47964.0
338,1000000337,20240912,1,,254,2749,2438,FULFILLED,13500.0,2835.0,1500.0,17835.0
339,1000000338,20240322,1,,1400,722,1653,REFUNDED,38220.0,8026.2,900.0,47146.2
340,1000000339,20250508,1,,1213,1905,2202,CANCELLED,44100.0,9261.0,1200.0,54561.0
341,1000000340,20240805,1,,1410,167,3049,FULFILLED,10800.0,2268.0,1200.0,14268.0
342,1000000341,20241221,2,2,128,2350,2,FULFILLED,25200.0,5292.0,0.0,30492.0
343,1000000342,20241006,1,,499,1440,601,FULFILLED,14250.0,2992.5,900.0,18142.5
344,1000000343,20240811,1,,494,2641,2683,FULFILLED,22140.0,4649.4,1200.0,27989.4
345,1000000344,20240723,1,,755,561,2503,PAID,33000.0,6930.0,1500.0,41430.0
346,1000000345,20240501,1,,518,359,2592,FULFILLED,34020.0,7144.2,0.0,41164.2
347,1000000346,20250312,2,4,1171,261,4,PAID,34200.0,7182.0,0.0,41382.0
348,1000000347,20240818,1,,1261,2085,1440,FULFILLED,44100.0,9261.0,900.0,54261.0
349,1000000348,20241115,2,4,468,2981,4,FULFILLED,10260.0,2154.6,0.0,12414.6
350,1000000349,20240829,1,,503,803,2651,FULFILLED,36000.0,7560.0,1200.0,44760.0
351,1000000350,20240318,2,3,1073,863,3,FULFILLED,35280.0,7408.8,0.0,42688.8
352,1000000351,20240503,2,1,997,1525,1,FULFILLED,27000.0,5670.0,0.0,32670.0
353,1000000352,20250216,1,,435,1597,2445,FULFILLED,28350.0,5953.5,900.0,35203.5
354,1000000353,20250508,2,4,1401,74,4,FULFILLED,34200.0,7182.0,0.0,41382.0
355,1000000354,20250509,1,,202,2684,1194,FULFILLED,13200.0,2772.0,1200.0,17172.0
356,1000000355,20241209,1,,920,,173,FULFILLED,40500.0,8505.0,1200.0,50205.0
357,1000000356,20250605,1,,1101,,1472,FULFILLED,44100.0,9261.0,0.0,53361.0
358,1000000357,20240229,1,,305,1282,1215,FULFILLED,11760.0,2469.6,0.0,14229.6
359,1000000358,20250708,1,,268,2452,2817,FULFILLED,28500.0,5985.0,0.0,34485.0
360,1000000359,20240709,2,3,636,3010,3,FULFILLED,29400.0,6174.0,0.0,35574.0
361,1000000360,20240923,2,4,736,3148,4,FULFILLED,51960.0,10911.6,0.0,62871.6
362,1000000361,20250119,1,,938,1982,227,FULFILLED,59160.0,12423.6,1200.0,72783.6
363,1000000362,20240814,1,,356,2344,2341,PAID,36000.0,7560.0,0.0,43560.0
364,1000000363,20240607,1,,544,874,406,FULFILLED,11400.0,2394.0,0.0,13794.0
365,1000000364,20250818,2,2,952,3061,2,PAID,24696.0,5186.16,0.0,29882.16
366,1000000365,20250820,1,,1016,2287,398,REFUNDED,66600.0,13986.0,900.0,81486.0
367,1000000366,20250715,1,,1183,1945,449,FULFILLED,46305.0,9724.05,1500.0,57529.05
368,1000000367,20250419,1,,1154,2955,1665,FULFILLED,27000.0,5670.0,900.0,33570.0
369,1000000368,20241102,1,,1056,1505,2061,CANCELLED,21600.0,4536.0,1200.0,27336.0
370,1000000369,20241211,2,1,666,1635,1,FULFILLED,32400.0,6804.0,0.0,39204.0
371,1000000370,20250818,2,2,1010,325,2,FULFILLED,29925.0,6284.25,0.0,36209.25
372,1000000371,20240115,1,,977,1694,669,FULFILLED,30000.0,6300.0,1200.0,37500.0
373,1000000372,20240821,1,,172,683,1165,PAID,11970.0,2513.7,900.0,15383.7
374,1000000373,20240218,1,,1179,1331,962,PAID,12600.0,2646.0,900.0,16146.0
375,1000000374,20250414,2,2,1048,3000,2,FULFILLED,44100.0,9261.0,0.0,53361.0
376,1000000375,20250624,1,,480,2379,2572,FULFILLED,14175.0,2976.75,900.0,18051.75
377,1000000376,20241215,2,2,164,833,2,FULFILLED,42750.0,8977.5,0.0,51727.5
378,1000000377,20240802,2,1,902,1027,1,FULFILLED,30000.0,6300.0,0.0,36300.0
379,1000000378,20250905,1,,1096,254,442,FULFILLED,39690.0,8334.9,1200.0,49224.9
380,1000000379,20250615,1,,1208,1379,2804,FULFILLED,10800.0,2268.0,900.0,13968.0
381,1000000380,20240613,2,2,538,,2,FULFILLED,56640.0,11894.4,0.0,68534.4
382,1000000381,20250518,1,,695,1944,1403,FULFILLED,65520.0,13759.2,1500.0,80779.2
383,1000000382,20240621,1,,766,1019,1821,FULFILLED,30000.0,6300.0,1500.0,37800.0
384,1000000383,20241120,2,2,295,236,2,FULFILLED,42525.0,8930.25,0.0,51455.25
385,1000000384,20250608,1,,864,1406,705,PAID,35280.0,7408.8,0.0,42688.8
386,1000000385,20240511,2,2,314,796,2,FULFILLED,75450.0,15844.5,0.0,91294.5
387,1000000386,20241023,2,1,299,,1,FULFILLED,14250.0,2992.5,0.0,17242.5
388,1000000387,20250327,1,,786,2754,1285,FULFILLED,36000.0,7560.0,1200.0,44760.0
389,1000000388,20240603,1,,356,2023,3017,FULFILLED,43500.0,9135.0,1200.0,53835.0
390,1000000389,20240503,1,,792,413,2065,PAID,10260.0,2154.6,0.0,12414.6
391,1000000390,20240316,1,,88,770,1077,FULFILLED,15750.0,3307.5,900.0,19957.5
392,1000000391,20240207,1,,1426,,1346,REFUNDED,13500.0,2835.0,900.0,17235.0
393,1000000392,20240815,2,2,1,1229,2,FULFILLED,29400.0,6174.0,0.0,35574.0
394,1000000393,20240320,2,3,803,1971,3,FULFILLED,11760.0,2469.6,0.0,14229.6
395,1000000394,20250731,1,,589,1438,2934,PAID,38475.0,8079.75,900.0,47454.75
396,1000000395,20240601,2,3,1238,2722,3,FULFILLED,37044.0,7779.24,0.0,44823.24
397,1000000396,20240814,1,,293,1973,1043,FULFILLED,46980.0,9865.8,1200.0,58045.8
398,1000000397,20250705,1,,882,2425,496,FULFILLED,12000.0,2520.0,900.0,15420.0
399,1000000398,20240329,1,,913,400,3172,REFUNDED,65280.0,13708.8,1200.0,80188.8
400,1000000399,20241003,2,2,960,1347,2,FULFILLED,47400.0,9954.0,0.0,57354.0
401,1000000400,20250313,2,1,1084,2362,1,FULFILLED,12600.0,2646.0,0.0,15246.0
402,1000000401,20250624,2,2,1411,3100,2,FULFILLED,40500.0,8505.0,0.0,49005.0
403,1000000402,20241219,1,,889,2167,1351,FULFILLED,35640.0,7484.4,1200.0,44324.4
404,1000000403,20241214,1,,814,2030,1075,FULFILLED,45000.0,9450.0,1200.0,55650.0
405,1000000404,20250312,1,,293,582,1501,FULFILLED,36840.0,7736.4,1500.0,46076.4
406,1000000405,20240819,1,,1121,1877,568,FULFILLED,65040.0,13658.4,1500.0,80198.4
407,1000000406,20240825,2,1,696,1508,1,FULFILLED,42750.0,8977.5,0.0,51727.5
408,1000000407,20250626,1,,331,1707,2783,CANCELLED,25650.0,5386.5,0.0,31036.5
409,1000000408,20241112,1,,106,1657,1901,PAID,30870.0,6482.7,900.0,38252.7
410,1000000409,20250903,2,2,918,2640,2,CANCELLED,32400.0,6804.0,0.0,39204.0
411,1000000410,20250720,1,,305,,2334,FULFILLED,35280.0,7408.8,0.0,42688.8
412,1000000411,20241108,1,,381,649,3108,PAID,38475.0,8079.75,1200.0,47754.75
413,1000000412,20241119,2,3,176,,3,FULFILLED,23520.0,4939.2,0.0,28459.2
414,1000000413,20240527,2,2,1269,2017,2,CANCELLED,24000.0,5040.0,0.0,29040.0
415,1000000414,20250512,1,,128,,1304,FULFILLED,39450.0,8284.5,900.0,48634.5
416,1000000415,20250430,2,2,424,2976,2,FULFILLED,14700.0,3087.0,0.0,17787.0
417,1000000416,20250604,2,4,7,788,4,CANCELLED,32340.0,6791.4,0.0,39131.4
418,1000000417,20240330,2,3,105,2636,3,FULFILLED,26400.0,5544.0,0.0,31944.0
419,1000000418,20240627,1,,1415,2354,984,REFUNDED,38400.0,8064.0,900.0,47364.0
420,1000000419,20240322,1,,283,2507,941,FULFILLED,64410.0,13526.1,1500.0,79436.1
421,1000000420,20241209,2,2,1430,176,2,FULFILLED,11400.0,2394.0,0.0,13794.0
422,1000000421,20240831,1,,673,140,2831,FULFILLED,32400.0,6804.0,1200.0,40404.0
423,1000000422,20250222,1,,1419,1921,2928,FULFILLED,55500.0,11655.0,900.0,68055.0
424,1000000423,20250609,2,1,39,1882,1,FULFILLED,23520.0,4939.2,0.0,28459.2
425,1000000424,20240709,1,,189,2762,6,FULFILLED,11760.0,2469.6,1200.0,15429.6
426,1000000425,20250926,2,2,526,,2,FULFILLED,10584.0,2222.64,0.0,12806.64
427,1000000426,20240710,1,,790,246,874,PAID,36000.0,7560.0,0.0,43560.0
428,1000000427,20240706,1,,464,2446,1238,FULFILLED,35670.0,7490.7,0.0,43160.7
429,1000000428,20240219,1,,262,764,2189,CANCELLED,29400.0,6174.0,900.0,36474.0
430,1000000429,20250412,2,1,1051,266,1,FULFILLED,58860.0,12360.6,0.0,71220.6
431,1000000430,20250128,1,,582,1138,2752,FULFILLED,37800.0,7938.0,900.0,46638.0
432,1000000431,20250906,1,,3,2662,1934,FULFILLED,34020.0,7144.2,1500.0,42664.2
433,1000000432,20240120,1,,678,1624,67,FULFILLED,37620.0,7900.2,1500.0,47020.2
434,1000000433,20250109,1,,369,1779,1834,FULFILLED,10800.0,2268.0,1200.0,14268.0
435,1000000434,20240412,1,,71,2242,1894,REFUNDED,24000.0,5040.0,1500.0,30540.0
436,1000000435,20240519,1,,1251,2395,3078,FULFILLED,58920.0,12373.2,900.0,72193.2
437,1000000436,20240817,2,4,143,784,4,FULFILLED,36000.0,7560.0,0.0,43560.0
438,1000000437,20241101,1,,126,,73,PAID,42750.0,8977.5,0.0,51727.5
439,1000000438,20250503,2,4,945,1053,4,FULFILLED,48510.0,10187.1,0.0,58697.1
440,1000000439,20240104,1,,592,332,3164,FULFILLED,22800.0,4788.0,0.0,27588.0
441,1000000440,20241028,2,2,462,1334,2,FULFILLED,60840.0,12776.4,0.0,73616.4
442,1000000441,20240318,1,,274,1286,627,FULFILLED,37044.0,7779.24,1500.0,46323.24
443,1000000442,20240524,2,3,703,955,3,FULFILLED,44100.0,9261.0,0.0,53361.0
444,1000000443,20250422,2,1,723,526,1,CANCELLED,99975.0,20994.75,0.0,120969.75
445,1000000444,20250116,1,,310,632,69,FULFILLED,35640.0,7484.4,1200.0,44324.4
446,1000000445,20240723,2,2,410,698,2,FULFILLED,24000.0,5040.0,0.0,29040.0
447,1000000446,20240813,1,,495,2611,1228,FULFILLED,35280.0,7408.8,1200.0,43888.8
448,1000000447,20241108,1,,457,3154,2613,FULFILLED,35280.0,7408.8,900.0,43588.8
449,1000000448,20250111,2,1,852,2187,1,PAID,11400.0,2394.0,0.0,13794.0
450,1000000449,20240402,1,,793,1947,2005,PAID,56460.0,11856.6,1200.0,69516.6
451,1000000450,20240906,1,,789,,1384,FULFILLED,15750.0,3307.5,1200.0,20257.5
452,1000000451,20240410,2,4,1075,2354,4,REFUNDED,28500.0,5985.0,0.0,34485.0
453,1000000452,20250228,1,,814,2625,2031,FULFILLED,44887.5,9426.38,0.0,54313.88
454,1000000453,20240414,1,,1270,830,717,FULFILLED,11760.0,2469.6,900.0,15129.6
455,1000000454,20250523,1,,442,84,67,FULFILLED,32400.0,6804.0,900.0,40104.0
456,1000000455,20240723,1,,1109,2916,1487,CANCELLED,83880.0,17614.8,1200.0,102694.8
457,1000000456,20240926,2,4,1107,1550,4,FULFILLED,67590.0,14193.9,0.0,81783.9
458,1000000457,20250927,1,,1229,251,23,PAID,12825.0,2693.25,900.0,16418.25
459,1000000458,20241027,1,,498,,2170,FULFILLED,39750.0,8347.5,0.0,48097.5
460,1000000459,20241215,1,,738,1255,1364,REFUNDED,23760.0,4989.6,0.0,28749.6
461,1000000460,20240401,1,,1412,2191,327,FULFILLED,15435.0,3241.35,0.0,18676.35
462,1000000461,20240324,1,,1462,1267,2211,FULFILLED,22140.0,4649.4,1200.0,27989.4
463,1000000462,20240526,1,,167,1158,900,PAID,45000.0,9450.0,1200.0,55650.0
464,1000000463,20250829,1,,1066,545,517,FULFILLED,10800.0,2268.0,900.0,13968.0
465,1000000464,20240410,2,1,1075,75,1,CANCELLED,37044.0,7779.24,0.0,44823.24
466,1000000465,20240805,1,,1393,1078,2360,CANCELLED,99450.0,20884.5,0.0,120334.5
467,1000000466,20250714,1,,181,187,1085,FULFILLED,54750.0,11497.5,1200.0,67447.5
468,1000000467,20250102,2,2,746,66,2,FULFILLED,32400.0,6804.0,0.0,39204.0
469,1000000468,20241029,1,,1188,1497,2144,CREATED,37620.0,7900.2,1500.0,47020.2
470,1000000469,20250611,1,,803,3128,2869,FULFILLED,39690.0,8334.9,900.0,48924.9
471,1000000470,20240208,2,2,316,1278,2,FULFILLED,14700.0,3087.0,0.0,17787.0
472,1000000471,20240112,2,1,56,317,1,FULFILLED,34200.0,7182.0,0.0,41382.0
473,1000000472,20250726,1,,1427,2585,1425,FULFILLED,12348.0,2593.08,900.0,15841.08
474,1000000473,20250227,1,,1172,2875,27,FULFILLED,32400.0,6804.0,900.0,40104.0
475,1000000474,20240803,2,1,613,1694,1,FULFILLED,14250.0,2992.5,0.0,17242.5
476,1000000475,20250514,2,2,941,1578,2,CANCELLED,22800.0,4788.0,0.0,27588.0
477,1000000476,20250328,1,,748,264,1602,FULFILLED,59100.0,12411.0,900.0,72411.0
478,1000000477,20250517,1,,780,2102,68,FULFILLED,11400.0,2394.0,900.0,14694.0
479,1000000478,20240208,2,3,642,295,3,CANCELLED,10800.0,2268.0,0.0,13068.0
480,1000000479,20250709,2,2,320,1194,2,FULFILLED,44100.0,9261.0,0.0,53361.0
481,1000000480,20250608,2,3,843,837,3,FULFILLED,36000.0,7560.0,0.0,43560.0
482,1000000481,20240129,2,2,956,,2,FULFILLED,24150.0,5071.5,0.0,29221.5
483,1000000482,20241207,2,1,348,2903,1,REFUNDED,31350.0,6583.5,0.0,37933.5
484,1000000483,20240108,1,,445,673,612,FULFILLED,12000.0,2520.0,1200.0,15720.0
485,1000000484,20250806,1,,758,2493,3156,REFUNDED,26400.0,5544.0,1200.0,33144.0
486,1000000485,20240627,1,,481,509,2818,FULFILLED,42750.0,8977.5,1200.0,52927.5
487,1000000486,20240724,2,3,1303,264,3,FULFILLED,42900.0,9009.0,0.0,51909.0
488,1000000487,20241231,2,4,1020,2828,4,FULFILLED,24000.0,5040.0,0.0,29040.0
489,1000000488,20240520,1,,1376,2641,1593,REFUNDED,45000.0,9450.0,900.0,55350.0
490,1000000489,20250824,2,1,1083,1345,1,FULFILLED,55920.0,11743.2,0.0,67663.2
491,1000000490,20240930,2,1,760,387,1,PAID,25500.0,5355.0,0.0,30855.0
492,1000000491,20241116,2,2,1011,1742,2,FULFILLED,10800.0,2268.0,0.0,13068.0
493,1000000492,20250927,2,3,913,1837,3,PAID,30435.0,6391.35,0.0,36826.35
494,1000000493,20250626,1,,1012,3151,1953,FULFILLED,11760.0,2469.6,1200.0,15429.6
495,1000000494,20240725,1,,1228,3141,2718,FULFILLED,46305.0,9724.05,1200.0,57229.05
496,1000000495,20250430,2,3,1180,1379,3,CANCELLED,69300.0,14553.0,0.0,83853.0
497,1000000496,20241114,1,,173,1421,2522,FULFILLED,14700.0,3087.0,1500.0,19287.0
498,1000000497,20240903,2,1,143,355,1,CREATED,69000.0,14490.0,0.0,83490.0
499,1000000498,20240903,1,,1036,978,318,PAID,14700.0,3087.0,900.0,18687.0
500,1000000499,20250706,1,,829,,2139,CANCELLED,14175.0,2976.75,1200.0,18351.75
501,1000000500,20250411,1,,214,688,2662,CANCELLED,56400.0,11844.0,1500.0,69744.0
502,1000000501,20240519,2,1,1242,2468,1,FULFILLED,30000.0,6300.0,0.0,36300.0
503,1000000502,20241003,1,,1379,910,559,PAID,21600.0,4536.0,900.0,27036.0
504,1000000503,20250820,1,,1415,696,3062,FULFILLED,35280.0,7408.8,1200.0,43888.8
505,1000000504,20250208,1,,511,,2531,FULFILLED,22800.0,4788.0,900.0,28488.0
506,1000000505,20250414,2,2,920,1987,2,CANCELLED,34200.0,7182.0,0.0,41382.0
507,1000000506,20241206,1,,69,42,611,REFUNDED,35910.0,7541.1,1200.0,44651.1
508,1000000507,20250710,2,4,492,1304,4,PAID,15750.0,3307.5,0.0,19057.5
509,1000000508,20240603,1,,523,1405,1392,FULFILLED,19440.0,4082.4,900.0,24422.4
510,1000000509,20250803,1,,1382,2882,60,FULFILLED,44100.0,9261.0,1500.0,54861.0
511,1000000510,20240902,1,,310,993,2267,FULFILLED,60600.0,12726.0,1500.0,74826.0
512,1000000511,20240107,1,,457,2567,2650,PAID,49500.0,10395.0,0.0,59895.0
513,1000000512,20250916,1,,396,2141,2878,FULFILLED,11760.0,2469.6,900.0,15129.6
514,1000000513,20241213,2,3,538,,3,FULFILLED,26460.0,5556.6,0.0,32016.6
515,1000000514,20241013,2,1,6,2658,1,PAID,77100.0,16191.0,0.0,93291.0
516,1000000515,20240101,1,,733,1648,1421,FULFILLED,14850.0,3118.5,900.0,18868.5
517,1000000516,20250318,2,1,56,2423,1,FULFILLED,89280.0,18748.8,0.0,108028.8
518,1000000517,20240620,1,,367,993,2620,FULFILLED,24000.0,5040.0,1500.0,30540.0
519,1000000518,20250622,2,1,812,2117,1,PAID,10800.0,2268.0,0.0,13068.0
520,1000000519,20240421,1,,669,2944,1410,PAID,49560.0,10407.6,900.0,60867.6
521,1000000520,20240129,1,,566,2110,2584,FULFILLED,80280.0,16858.8,1500.0,98638.8
522,1000000521,20240827,1,,1055,2923,2176,FULFILLED,52725.0,11072.25,0.0,63797.25
523,1000000522,20240826,1,,577,643,3111,FULFILLED,36000.0,7560.0,900.0,44460.0
524,1000000523,20240920,2,3,689,2667,3,FULFILLED,23520.0,4939.2,0.0,28459.2
525,1000000524,20240513,2,4,787,1856,4,FULFILLED,45000.0,9450.0,0.0,54450.0
526,1000000525,20240113,1,,32,2150,2191,FULFILLED,21600.0,4536.0,900.0,27036.0
527,1000000526,20240219,1,,434,1429,1440,FULFILLED,44100.0,9261.0,900.0,54261.0
528,1000000527,20250519,2,2,1470,,2,FULFILLED,30000.0,6300.0,0.0,36300.0
529,1000000528,20240222,2,3,226,630,3,FULFILLED,15000.0,3150.0,0.0,18150.0
530,1000000529,20241019,1,,1190,515,3145,PAID,47760.0,10029.6,1200.0,58989.6
531,1000000530,20240511,1,,1004,2377,1335,FULFILLED,23520.0,4939.2,1500.0,29959.2
532,1000000531,20241209,2,4,1315,2705,4,REFUNDED,33000.0,6930.0,0.0,39930.0
533,1000000532,20241011,1,,701,,66,FULFILLED,13500.0,2835.0,1200.0,17535.0
534,1000000533,20250428,1,,843,3012,1627,FULFILLED,34200.0,7182.0,1500.0,42882.0
535,1000000534,20250221,1,,1167,1327,270,FULFILLED,20520.0,4309.2,0.0,24829.2
536,1000000535,20250409,1,,681,2280,1809,FULFILLED,48216.0,10125.36,1200.0,59541.36
537,1000000536,20250302,2,4,513,1158,4,FULFILLED,36000.0,7560.0,0.0,43560.0
538,1000000537,20240830,2,1,970,2541,1,FULFILLED,34020.0,7144.2,0.0,41164.2
539,1000000538,20241216,1,,383,70,1760,PAID,24300.0,5103.0,1500.0,30903.0
540,1000000539,20250228,1,,527,2111,705,FULFILLED,42768.0,8981.28,1500.0,53249.28
541,1000000540,20250402,1,,757,2526,159,CANCELLED,10800.0,2268.0,0.0,13068.0
542,1000000541,20241231,2,3,12,2594,3,FULFILLED,12000.0,2520.0,0.0,14520.0
543,1000000542,20240502,1,,1022,273,567,FULFILLED,37044.0,7779.24,1200.0,46023.24
544,1000000543,20240727,1,,619,91,2381,FULFILLED,14250.0,2992.5,1200.0,18442.5
545,1000000544,20240323,2,3,461,1001,3,FULFILLED,14850.0,3118.5,0.0,17968.5
546,1000000545,20250328,2,1,1454,2781,1,FULFILLED,24696.0,5186.16,0.0,29882.16
547,1000000546,20241116,1,,1199,389,406,FULFILLED,23760.0,4989.6,1200.0,29949.6
548,1000000547,20250602,1,,1398,,91,FULFILLED,24000.0,5040.0,1200.0,30240.0
549,1000000548,20250918,1,,401,139,119,FULFILLED,29925.0,6284.25,900.0,37109.25
550,1000000549,20250314,1,,1360,,283,FULFILLED,22800.0,4788.0,0.0,27588.0
551,1000000550,20250415,1,,768,530,1343,FULFILLED,34020.0,7144.2,1500.0,42664.2
552,1000000551,20250929,1,,295,744,463,FULFILLED,34800.0,7308.0,1200.0,43308.0
553,1000000552,20250424,2,2,1270,,2,FULFILLED,21600.0,4536.0,0.0,26136.0
554,1000000553,20240624,2,3,999,1498,3,FULFILLED,36000.0,7560.0,0.0,43560.0
555,1000000554,20250525,1,,264,3152,249,FULFILLED,44100.0,9261.0,1200.0,54561.0
556,1000000555,20250801,1,,1372,606,2737,FULFILLED,13500.0,2835.0,1500.0,17835.0
557,1000000556,20250122,2,1,103,3058,1,PAID,29160.0,6123.6,0.0,35283.6
558,1000000557,20240408,2,3,493,1527,3,FULFILLED,29400.0,6174.0,0.0,35574.0
559,1000000558,20240923,2,4,136,2658,4,FULFILLED,45000.0,9450.0,0.0,54450.0
560,1000000559,20250111,2,1,1399,2782,1,PAID,58350.0,12253.5,0.0,70603.5
561,1000000560,20250508,1,,1364,2353,1353,FULFILLED,47250.0,9922.5,900.0,58072.5
562,1000000561,20250315,1,,1437,2114,562,PAID,34200.0,7182.0,0.0,41382.0
563,1000000562,20250604,1,,108,957,2457,FULFILLED,34200.0,7182.0,900.0,42282.0
564,1000000563,20240320,2,2,1480,1548,2,FULFILLED,12150.0,2551.5,0.0,14701.5
565,1000000564,20240513,2,4,1220,2752,4,FULFILLED,37200.0,7812.0,0.0,45012.0
566,1000000565,20240610,1,,439,1764,298,CANCELLED,70500.0,14805.0,1200.0,86505.0
567,1000000566,20250409,1,,68,850,932,FULFILLED,22800.0,4788.0,1200.0,28788.0
568,1000000567,20240805,2,4,691,3002,4,FULFILLED,27000.0,5670.0,0.0,32670.0
569,1000000568,20240620,2,4,1039,1729,4,CREATED,30780.0,6463.8,0.0,37243.8
570,1000000569,20250511,2,1,1259,100,1,FULFILLED,11400.0,2394.0,0.0,13794.0
571,1000000570,20240901,2,1,1373,2421,1,FULFILLED,28500.0,5985.0,0.0,34485.0
572,1000000571,20240421,2,3,274,3147,3,FULFILLED,13500.0,2835.0,0.0,16335.0
573,1000000572,20240901,2,1,1372,2706,1,FULFILLED,47250.0,9922.5,0.0,57172.5
574,1000000573,20240113,1,,1385,32,2096,FULFILLED,35280.0,7408.8,900.0,43588.8
575,1000000574,20240328,1,,433,1009,2457,FULFILLED,32400.0,6804.0,1500.0,40704.0
576,1000000575,20250429,2,1,531,16,1,CANCELLED,39690.0,8334.9,0.0,48024.9
577,1000000576,20240531,1,,1152,65,1450,PAID,21600.0,4536.0,1200.0,27336.0
578,1000000577,20250115,2,2,1031,302,2,FULFILLED,36000.0,7560.0,0.0,43560.0
579,1000000578,20241118,2,1,524,165,1,FULFILLED,14962.5,3142.12,0.0,18104.62
